category,company,year,total_share_capital,total_reserves_and_surplus,total_shareholders_funds,long_term_borrowings,deferred_tax_liabilities_net,other_long_term_liabilities,long_term_provisions,total_non.current_liabilities,short_term_borrowings,trade_payables,other_current_liabilities,short_term_provisions,total_current_liabilities,total_capital_and_liabilities,tangible_assets,intangible_assets,capital_work.in.progress,fixed_assets,non.current_investments,deferred_tax_assets_net,long_term_loans_and_advances,other_non.current_assets,total_non.current_assets,current_investments,inventories,trade_receivables,cash_and_cash_equivalents,short_term_loans_and_advances,other_current_assets,total_current_assets,total_assets,contingent_liabilities,capital_goods,expenditure_in_foreign_currency,dividend_remittance_in_foreign_currency,other_earnings,bonus_equity_share_capital,revenueGross,less_levies,revenueNet,other_operating_revenues,total_oper_revenue,other_income,total_revenue,cogs,purchaseStock,operating_direct_expenses,changeInventory,employeeBenefits,financeCosts,depr_amort,other_expenses,total_expenses,netIncome_beforeExceptional_tax,exceptionalItems,EBT,current_tax,less_mat,deferred_tax,tax_earlier_years,total_tax,EAT_before_Extraordinary,earnings_continuing_operations,NetIncome,EPS_basic,EPS_diluted,dividendEquity,taxDividend,net_cashflow_from_operating_activities,net_cash_used_in_investing_activities,net_cash_used_from_financing_activities,net_inc.dec_in_cash_and_cash_equivalents,cash_and_equivalents_year_begin,cash_and_equivalents_year_end,fraud
0.8076923076923077,0.0,0.25,0.006150969392776302,0.5031811367605467,0.5148799736928642,0.009462642694638507,0.002110285347279567,0.0002761961417523583,0.002453385672227674,0.013616247589934167,0.05099031194314155,0.017248497175596345,0.013550409545960157,0.0007783262786408078,0.08170099453309394,0.1196679617094565,0.025704640663765405,5.008113143292133e-05,0.022254778847495462,0.02568911507385367,0.002345875001263941,0.0,0.0,0.023125506868840774,0.047500792020520995,0.0,0.045466579772718015,0.0199203187250996,0.003309974965695671,0.006247981266149871,0.0,0.07353148472583017,0.1196679617094565,0.016914258033263362,0.0,0.00018218070301509063,0.0,0.00017866338766802243,0.0010006027727546714,0.10059978736635172,0.004747999134760977,0.09590136887680108,9.490624618680261e-05,0.09619666606487332,0.00669168746004578,0.09682650916007608,0.05303069277387359,0.029586278123164778,0.005606496103867717,0.6916224970553594,0.02744545260714032,0.01707175925925926,0.0024067388688327313,0.012516404733240056,0.09662224727243449,0.45390236189017796,0.4911115915814564,0.4321737625475943,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4959673189985923,0.4888615612314858,0.4888615612314858,0.3321678321678322,0.3321678321678322,0.0,0.00014632005072428425,0.4758492970217913,0.5251939416328038,0.5271087872805847,0.5167093610480861,0.17398219092979914,0.3827727337486562,1.0
0.8076923076923077,0.0,0.0,0.006150969392776302,0.5028153704285647,0.5145151677079908,0.010348507117115303,0.002110285347279567,0.00013809807087617916,0.002686457311089303,0.014565289058051368,0.03766667349404994,0.024870862827625788,0.013297603397714632,0.0005011141793988762,0.07570958826733373,0.11395041454720231,0.026141863586448124,9.01460365792584e-05,0.022254778847495462,0.02615545260084549,0.002345875001263941,0.0,0.0,0.016121501069032464,0.04215593095624981,0.0,0.03565027901103825,0.031309107006318164,0.0032890257570520275,0.00410812338501292,0.0,0.07305825731488753,0.11395041454720231,0.022374051348296467,0.0,8.096920134004029e-05,0.0,0.0005254805519647718,0.0010006027727546714,0.1198371146015125,0.0054510058403634005,0.11442970132688057,9.490624618680261e-05,0.11478205051052136,0.0071659827191553425,0.11581739913905297,0.06587165214170328,0.029586278123164778,0.0053223462038666245,0.6995484884177464,0.027030868730899528,0.01410033831908832,0.0019087928959707872,0.012570635256347683,0.11520190023752969,0.4541853226584997,0.4911115915814564,0.43246798200069225,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4962488614093682,0.48913906996484885,0.48913906996484885,0.3339160839160839,0.3339160839160839,0.0,0.00014632005072428425,0.4780359803900395,0.525800833817088,0.5242703942805313,0.5166288516431237,0.17405674052598882,0.38275978189071225,1.0
0.5384615384615384,0.0020429009193054137,1.0,0.017124298789489224,0.5089715784105134,0.5252384084182835,0.7011818236727133,0.007299344486242366,0.004174810911872185,0.0033243375858684984,0.709533371294992,0.0034000368678696515,0.12929827917795253,0.025482859743148952,0.0002558880916079368,0.1584898428516673,0.9136159730844715,0.170588115670883,0.01781886656383341,0.02405868165600271,0.18995144007055892,0.10559470964741095,0.0,0.14140084832410435,4.9150917893391654e-05,0.44098680647106314,0.0,0.009154413262188913,0.45806672300696205,0.00739507065120615,0.010366198320413435,5.36480686695279e-05,0.48420225940917055,0.9136159730844715,0.02986234458259325,0.0,0.0,0.0,0.0,0.007377938517179023,0.2539166716816112,0.0007678996322734154,0.252427281544661,9.490624618680261e-05,0.2532045495576819,0.028230878683521334,0.2744418860746821,0.00902365494037391,0.258803993438772,0.0,0.6973727260829735,0.03067920684181848,0.009415064102564104,0.007074982364413461,0.024718272432455883,0.29499979870365156,0.44298340518317547,0.4911115915814564,0.42082035306334364,0.15547370612030662,0.48437913688112255,0.31515955395838796,0.32176585008316183,0.29245642822298107,0.48455105026360096,0.4776088541609986,0.4776088541609986,0.3041958041958042,0.3041958041958042,0.0,0.00014632005072428425,0.41987560201282853,0.527294316322761,0.4872752494264525,0.3891019541828295,0.32163180782770756,0.38529834604774055,1.0
0.5384615384615384,0.0020429009193054137,0.75,0.017235016238559196,0.5199960847547562,0.5362750739888195,0.7720711107531861,0.006585721421944928,0.0037180249851279,0.0030421982335623156,0.7785137011618265,0.0019150810069024846,0.13715223586036068,0.025159267873394682,0.0019084986832425288,0.1661354420931593,0.0,0.040590555984870054,0.019842144273723432,0.1538300544160737,0.1943917843493071,0.10548348281545446,0.0,0.13392992721419678,0.00029490550736034995,0.4380231167795935,0.00019516451220352217,0.011221538837521894,0.38339571008893714,0.18999884779352458,0.009064114987080102,6.437768240343347e-05,0.585915946756882,0.0,0.038965364120781526,0.0,0.0,0.0,0.0,0.007377938517179023,0.8307355920643518,0.0010707332900713822,0.827195552400284,9.490624618680261e-05,0.8297426330464786,0.02798342028746417,0.8496546200820904,0.011318153288952453,0.8187865778335797,0.0,0.694436264886795,0.014297221103503826,0.010895210113960113,0.004450392132453629,0.016551155652447424,0.8275594830709772,0.46820020306596316,0.4911115915814564,0.44704049844236754,0.16350078279834573,0.48437913688112255,0.3152675170041797,0.3215121359907535,0.30028826112022705,0.5047668994451958,0.49753506948601023,0.49753506948601023,0.3513986013986014,0.3513986013986014,0.0013921731208222012,0.0005202490692418995,0.34051249379089915,0.5182542614385983,0.7539027903750732,0.6347434677596427,0.18803064816732243,0.4981932158168089,1.0
0.5384615384615384,0.005447735784814436,1.0,0.0023988780631827578,0.49665401080813754,0.5068028609010194,0.019418550806337958,0.0018758091975818372,0.0,0.0,0.02101877104124834,0.04600290846527252,0.00021145267991098848,0.015026797451714025,0.0,0.060468822497024476,0.09025914206752915,0.08499410257453126,0.0,0.026221371763439572,0.08876633448566013,0.0,0.0004117119953500763,0.0014678639037081279,0.0,0.09113856782250565,0.0,0.00038694961508696187,0.0,0.00114173187107857,7.065568475452197e-05,0.00022532188841201716,0.000966592158521114,0.09025914206752915,0.005863474891005974,0.0,0.0,0.0,0.0,0.0006389391199517783,0.000371105895568795,0.0,0.0003699667029967303,9.490624618680261e-05,0.000371105895568795,0.0056296785103004555,0.00013014315747322054,1.028923026268405e-05,0.029586278123164778,4.371536923093737e-05,0.6959494830519566,0.0016109544905356424,0.010861823361823363,0.0002593468608655961,0.0005097669172116834,0.004166834413623737,0.4512780394702531,0.4911115915814564,0.42944502134533286,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.49335615114963155,0.48628780376323605,0.48628780376323605,0.2937062937062937,0.2937062937062937,0.0,0.00014632005072428425,0.4811513292875192,0.5191777930233785,0.5278664034572906,0.5165922564590499,0.17240008283288466,0.38143221645145,1.0
0.5384615384615384,0.005447735784814436,0.75,0.0023988780631827578,0.4840221932585658,0.4942042091417297,0.022196943767742457,0.0018758091975818372,0.0,0.0,0.02377598625388358,0.0342768777010835,0.0,0.006977449691576499,0.0,0.040679026043452825,0.04882444827171867,0.00022369544881441412,0.0,0.06805995734417668,0.046816232601048245,0.0,0.0004117119953500763,0.0015286030997236366,0.0,0.04891109952887553,0.0,0.00038694961508696187,0.0,0.0012883763315840744,7.065568475452197e-05,0.0,0.0009061801486135445,0.04882444827171867,0.007740594219279832,0.0,0.0,0.0,0.0,0.0006389391199517783,0.0002708070048745261,0.0,0.0002699757021868032,9.490624618680261e-05,0.0002708070048745261,0.00606273070340049,0.0004605065572129343,0.0,0.029586278123164778,0.0,0.6959494830519566,0.0014806567008599654,0.00984909188034188,3.1121623303871525e-05,0.00037961366175338126,0.0027476951568098556,0.45224343503276243,0.4911115915814564,0.43044882889119646,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4943167076099258,0.48723459826529836,0.48723459826529836,0.3094405594405594,0.3513986013986014,0.0,0.00014632005072428425,0.4790402349739758,0.5170826956567628,0.5323107293389532,0.5169142940788991,0.17215158417891904,0.38152287945705815,1.0
0.7115384615384616,0.011576438542730678,1.0,0.3825041826591871,0.7452720837862482,0.9135255672476159,0.0,0.02163297346341662,0.0,0.007593228655544652,0.0017482342833737925,0.0,0.5081107206508715,4.0448983719284053e-05,0.05966457335991727,0.0,0.0,0.771037540163501,0.0008413630080730784,0.022254778847495462,0.0,0.22258511380527213,0.0,0.3211382525333306,0.0,0.0,0.0,0.0,0.0800132802124834,0.05404895830060019,3.0281007751937984e-05,0.6214377682403432,0.0,0.0,0.0,0.002403515273439568,0.0817991356537757,0.0,0.0,0.03701024713682941,0.38715371807987803,0.0,0.3859652631263186,0.008758490719524926,0.39356281719524183,0.015435217454065536,0.40211232355591153,0.13976890388830013,0.030203924586379376,0.0,0.7703589189896611,0.07900784155788776,0.9028668091168092,0.10288808664259928,0.42378984587685337,0.0,0.45350288786431203,0.4911115915814564,0.4317583939079266,0.25588908697658846,0.48437913688112255,0.0,0.33378907901784455,0.03595724865847711,0.0,0.0,0.0,0.027972027972027972,0.027972027972027972,0.0,0.00014632005072428425,0.0,0.29082801203229713,0.5237688737128527,0.41118348825294593,0.3198923172499482,0.40347627867217556,1.0
0.38461538461538464,0.01191692202928158,1.0,0.014725420726306468,0.5881265036344809,0.6031835744820783,0.15587187179125814,0.0036904507039381795,0.03347284779468004,0.0001226692836113837,0.1897783238928682,0.0013723040370317268,0.007340428745481457,0.0952775811507736,3.19860114509921e-05,0.10374008997195941,0.4901970601193576,0.2558567535689592,0.0,0.029320895373637103,0.2622844456159204,0.11836557226205041,0.0,0.04526082423088993,8.601410631343541e-05,0.4297963229808587,0.0,0.0,0.02688236951185158,0.002597701871811792,0.034550629844961246,0.006813304721030042,0.06946374272538713,0.4901970601193576,0.35188922977555304,0.0,0.00032387680536016117,0.0,0.0,0.008740204942736588,0.07225532085615133,0.0,0.07203351698347148,9.490624618680261e-05,0.07225532085615133,0.01142432928463902,0.07751526679347283,0.0,0.029586278123164778,0.0,0.6959494830519566,0.011371443462604533,0.042289886039886045,0.02343458234781526,0.0395448974500808,0.09954104432545595,0.44159634259336317,0.4911115915814564,0.4193781008422752,0.15547370612030662,0.48437913688112255,0.30983851813008007,0.32132889803512527,0.28606146614040534,0.4871511772337078,0.4810205791770505,0.4810205791770505,0.3111888111888112,0.3111888111888112,0.0,0.00014632005072428425,0.5149180398678272,0.5168927120164651,0.49656405057888275,0.5162555807655712,0.17283081383309173,0.381471072025282,1.0
0.5384615384615384,0.021109976166155942,1.0,0.03571252829445921,0.3485650111017809,0.37301668858927983,0.04307515754293422,0.029401270249054447,0.0,0.0,0.07146781750432064,0.2348585707555865,0.027398225811323795,0.01517848114066134,0.005352325916132677,0.2789231607189687,0.0969679977570393,0.06589864562573718,0.0,0.029390659570651196,0.07296154742956783,6.066918106717089e-05,0.0,0.0,0.0,0.07362213978395725,0.0,0.0009673740377174046,0.009769004788925109,0.0013721731661586484,0.003240067829457364,0.011169527896995709,0.024970297428462112,0.0969679977570393,0.3926106087518165,0.0,0.0,0.0,0.0,0.0,0.008966720828067641,0.0,0.008939195472407483,9.490624618680261e-05,0.008966720828067641,0.005753407708329037,0.008849734708178998,0.0,0.035965249792430286,0.0016065398192369482,0.6976508310430573,0.0022624434389140274,0.007233796296296296,0.03391219552678534,0.0011063026713955682,0.04450662264986513,0.4338731780932883,0.4911115915814564,0.4113476404753663,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4760385326672003,0.46921829598755016,0.46921829598755016,0.32867132867132864,0.32867132867132864,0.0,0.00014632005072428425,0.47753385309807145,0.5261755237743416,0.5244357893613616,0.5166874039376418,0.17247463242907435,0.38157468688883417,1.0
0.4230769230769231,0.029281579843377595,0.25,0.009644720007873241,0.4916981345917069,0.5048863449523183,4.02665646580362e-05,0.002232620729730556,0.0,0.00039254170755642783,0.0024575179069140167,0.0019970096061282592,0.001540583810780059,0.0025685104661745373,0.0004797901717648815,0.006485646849972766,0.014328914166700046,0.003680806930491723,0.0,0.02226474516135462,0.003680011354305005,0.0,0.0,0.00035431197675713427,0.0,0.0040674086110514965,0.0,0.006537411918048145,0.0011569882087810372,0.0017387843174224095,0.001695736434108527,0.00022532188841201716,0.010390865704101976,0.014328914166700046,0.002411997416437914,0.0,6.072690100503021e-05,0.0,0.0,0.0,0.057732041483621196,0.0012870430456413584,0.05636492715655591,9.490624618680261e-05,0.056538484684359396,0.005681232342812364,0.05625187706477125,0.0407041949191781,0.029586278123164778,0.004426181134632408,0.6978471404266459,0.003304825756319443,0.009437321937321939,0.00026972073530021995,0.004511979522554475,0.05422923628165385,0.45478453369729854,0.4911115915814564,0.43309103496019374,0.15594429009692223,0.48437913688112255,0.3148973579900366,0.32132889803512527,0.29234112377489024,0.4963647906373348,0.48925333826682194,0.48925333826682194,0.3339160839160839,0.3339160839160839,0.0,0.00014632005072428425,0.4790294365375894,0.5259697081640192,0.5232033292429173,0.5167459562321598,0.1726982812176434,0.38180134440285457,1.0
0.4230769230769231,0.029281579843377595,0.0,0.009644720007873241,0.4909562986507858,0.5041413186451825,9.059977048058144e-05,0.0018758091975818372,0.0,0.0003557409224730127,0.002127850870620673,0.0,0.004279399474389053,0.010809990898978663,9.595803435297629e-05,0.015119727259889856,0.02111787559578644,0.0034774474315695286,0.0,0.02249397038011521,0.0037104246712827325,0.0,0.0,0.0003340655780852981,0.0,0.004077628230677254,0.0,0.012728605759439534,0.0012475351120769447,0.0016654620871696568,0.0024325742894056846,0.00013948497854077255,0.017217422823657347,0.02111787559578644,0.002411997416437914,0.0,0.0,0.0,0.0,0.0,0.03972839060399993,0.001016655851178888,0.03866652001319881,9.490624618680261e-05,0.038785581031473795,0.005650300043305218,0.038502352587846636,0.031217524616983405,0.029586278123164778,0.003836023650014754,0.6972582122758803,0.002748098836796096,0.007400730056980058,0.0002593468608655961,0.0007049968003991367,0.0378135190627642,0.4539966821462852,0.4911115915814564,0.4322718356986269,0.15563660057375048,0.48437913688112255,0.31462745037555717,0.3213429932624813,0.29173799281564594,0.49595627811973836,0.4888506785360598,0.4888506785360598,0.3321678321678322,0.3321678321678322,0.0,0.00014632005072428425,0.4788620607736,0.5259116576072616,0.5236995144854079,0.5171119080728976,0.17222613377510873,0.38175601290005057,1.0
0.8653846153846154,0.04085801838610827,1.0,0.006643046944198406,0.4990958874470025,0.511010975008221,0.0,0.002110285347279567,0.0,0.00022080471050049064,0.0021578206011927956,0.0,0.0001913143294432753,7.07857215087471e-05,4.264801526798947e-05,0.00026225010590869664,0.01978611767533144,0.004443405051449953,0.0,0.022304610416791246,0.004480895368051825,0.00328624730780509,0.0,0.007076116335806768,4.9150917893391654e-05,0.01501262123023781,0.0,0.00017310903832837767,7.042536923015011e-05,0.0030166860446846615,0.0022307009043927646,0.0005579399141630902,0.005104814837189634,0.01978611767533144,0.0016450024220894558,0.0,3.0363450502515105e-05,0.0,0.0,0.0,0.00046137489719363706,0.0,0.0004599586037256647,0.00010846428135634584,0.00047140478626306396,0.008093951704369702,0.002632896185804385,3.086769078805215e-05,0.02974828375286041,0.0,0.6959494830519566,0.001966312098742034,0.007233796296296296,0.0004979459728619444,0.0008243039512359136,0.0018519264060549944,0.4539411996426927,0.4911168650364659,0.43221991461866843,0.15556420303888654,0.48444532697908393,0.31455033391427734,0.32132889803512527,0.29148077520067406,0.4960666869082779,0.4889595054903198,0.4889595054903198,0.32867132867132864,0.32867132867132864,0.0,0.00014632005072428425,0.4778794030624366,0.5269037943954825,0.5237688737128527,0.5172509697723779,0.17307102919859185,0.38253312437669185,1.0
0.8557692307692307,0.04187946884576098,1.0,0.37771872847160715,0.12770396624646468,0.2955801956593226,0.701906621836558,0.0018758091975818372,0.24476289623523412,0.004219823356231599,0.9319087721401385,0.39241750814165455,0.052369780391288145,0.06778238446759026,0.00034118412214391577,0.5068588489237659,0.0,0.4658356041810713,0.00016025962058534827,0.02262353246028424,0.46689510446974386,0.009696957440569481,0.0,0.012856463156616016,0.00659851072718783,0.49892183012948255,0.00028700663559341495,0.39158282758339785,0.09376634874642843,0.03312069886560035,0.027151970284237728,0.01017167381974249,0.5489639340300853,0.0,0.5500867915388342,0.0006882312456985547,0.004443184923534711,0.0,0.0,0.019602169981916818,0.608643758400032,0.0021739130434782605,0.6047655710986011,0.05179169434765514,0.644871717718802,0.01292970119398676,0.6505155671238362,0.42168352385558033,0.038790222960247873,0.0860864908580234,0.6952542206517472,0.08360379995735709,0.011907941595441595,0.046423088094941695,0.06957776114708403,0.6836929828092918,0.43714109755488606,0.4911115915814564,0.4147455867082035,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4792900714896906,0.4724232497905081,0.4724232497905081,0.3111888111888112,0.3111888111888112,0.0,0.00014632005072428425,0.48047102779517525,0.5333315742255528,0.5136264205303313,0.5157652052989826,0.17729550631600746,0.38452123457109927,1.0
0.028846153846153848,0.06435137895812053,1.0,0.019793819505954137,0.5270486778319845,0.5443830154554423,0.049215808653284746,0.005535676055907269,0.0,0.0,0.05417528296420615,0.09435102308338282,0.05783734254327228,0.011052684801294368,0.0007889882824578051,0.1625950656633919,0.2981135098329796,0.09422662382559889,0.0,0.03592856146225756,0.10785575977534696,0.0016077332982800288,0.0,0.008797060222912849,0.0,0.1192323021737131,0.0,0.09640136857969125,0.0537043744215059,0.0072903246079879325,0.021832606589147287,0.005568669527896996,0.18229323989609136,0.2981135098329796,0.005661634103019539,0.0,0.00016193840268008058,0.0,0.0,0.0002772754671488849,0.13336743495616937,0.003893575600259572,0.1293583577478027,0.0054503301381563785,0.13371848107359935,0.006103973769410018,0.1336970667734508,0.08027657450946095,0.029586278123164778,0.011584572846198403,0.6984524276927104,0.01668996233209353,0.025997150997150997,0.00798788331466036,0.010900335144632806,0.14003180482306052,0.45041251241421015,0.4911115915814564,0.42854505595938613,0.15547370612030662,0.48437913688112255,0.3149590511590604,0.32132889803512527,0.2919508625659675,0.49225758370366285,0.48520497556834874,0.48520497556834874,0.32517482517482516,0.32342657342657344,0.0,0.00014632005072428425,0.47522838692957264,0.5241173676711172,0.5271514698820893,0.5144331405986972,0.17969765997100848,0.3852335867580205,1.0
0.028846153846153848,0.06435137895812053,0.75,0.019178722566676507,0.5298717757182672,0.546941795462019,0.04284362479615052,0.005097307602124557,0.0,0.0,0.047412113765097255,0.10233906150789587,0.05496762760162315,0.0193447264637476,0.0007036922519218263,0.1757781767565714,0.3094184323306765,0.10063244804164802,0.0,0.03450337858039825,0.1127928548980647,0.0016380678888136143,0.0,0.008209914661429597,0.0,0.12364717785204034,0.0,0.09672722088713291,0.056672300696205075,0.010516502739109028,0.021479328165374678,0.006598712446351932,0.18931110171368737,0.3094184323306765,0.014209591474245116,0.0,0.0003137556551926561,0.0,0.0008302592721043395,0.0002772754671488849,0.15733886983209966,0.003471771576898118,0.153646171844534,0.005802839052564502,0.15834185873904236,0.006279256799950508,0.15844428871758937,0.10541316404119808,0.029586278123164778,0.012655599392356368,0.6918597042271954,0.01789817819999526,0.029079861111111112,0.007137225611021204,0.014186704844954934,0.16353315350859535,0.4511670744630681,0.4911115915814564,0.4293296411676473,0.15547370612030662,0.48437913688112255,0.31411077008498234,0.32132889803512527,0.29097520954366046,0.49361009136327255,0.48653810575803413,0.48653810575803413,0.32517482517482516,0.32517482517482516,0.0,0.00014632005072428425,0.48181003390709026,0.5207926539659085,0.5260790695192872,0.5172729268828221,0.17905156347069787,0.3872281728813998,1.0
0.5480769230769231,0.06605379639087504,1.0,0.02745792736935341,0.5046287471730383,0.5252281321933575,0.0,0.0018758091975818372,0.0,8.58684985279686e-05,0.0018181636547087443,0.023042418532249143,0.0027790923645444198,0.007988674284558602,0.0002558880916079368,0.03363861935405782,0.0802859774902872,0.01860739415138081,0.0001201947154390112,0.022254778847495462,0.018785292119909574,0.006289371770630049,0.0,0.002287843049917496,0.0,0.027603192609171087,0.0,0.0038796790354771703,0.005171234254899593,0.00769883417653898,0.03649870801033592,0.001609442060085837,0.05353510944642462,0.0802859774902872,0.03639189407395447,0.0,0.0,0.0,0.003836008029342834,0.0,0.0018154099215662676,0.0001838632922344798,0.0016398524132828047,9.490624618680261e-05,0.0016449018073860105,0.012775039696451034,0.008349184102512765,0.0,0.029586278123164778,0.0,0.6959494830519566,0.008575963611380919,0.013877759971509971,0.00631768953068592,0.0071692751548281435,0.02481983976810661,0.4444536915283766,0.49087428610602807,0.4220895350178839,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4863175908802341,0.4793500854291591,0.4793500854291591,0.31643356643356646,0.31643356643356646,0.0,0.00014632005072428425,0.47622184307712245,0.5401657079529262,0.5114229312276584,0.5164605137963844,0.1726568647753158,0.38151640352808613,1.0
0.6442307692307693,0.06877766428328226,1.0,0.0,0.4920432943697743,0.5012023183163433,0.0,0.0018758091975818372,0.06430058638565479,0.08845682041216879,0.0017482342833737925,0.0,0.0,4.0448983719284053e-05,0.271305349127315,0.0,0.0,0.0,0.007161601794907751,0.06966453387550081,0.0,0.0,0.0,0.0,0.0,0.0,0.2542075172777995,1.0,0.0,0.38735086782096806,0.26262718023255816,0.0,0.0,0.0,0.37242652995317294,0.002075281910106411,0.3652621883950892,0.0,0.0,0.9491380349608197,0.0002708070048745261,0.0,0.0002699757021868032,0.014276611033529021,0.0002708070048745261,0.43080444600251583,0.0,0.0,0.6660861464935907,0.0,0.6959494830519566,0.22821065599014473,0.007233796296296296,0.9143221710444417,0.0,0.0,0.17356591598839305,0.6028402828681266,0.26291104188300446,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.3339976262110464,0.3292124193320201,0.45112581484182,0.3304195804195804,0.3304195804195804,0.0,0.00014632005072428425,0.4782951428633134,0.5260963639242175,0.5014512084511551,0.5151577252433579,0.2393207703458273,0.43248196453781296,1.0
0.5769230769230769,0.07218249914879128,1.0,0.01984302726109635,0.48251276318433073,0.499984585662611,0.021522478809720347,0.0018758091975818372,0.0,6.133464180569185e-05,0.02315661182205972,0.016774880691477374,0.000745118967305388,0.006825766002629184,0.0004797901717648815,0.024490125274858287,0.043397284415428374,0.004209541627689429,0.0,0.0579640814048516,0.040510538214332786,0.0,0.0,0.0009110879402326311,0.0,0.04175736579084526,0.0,0.0016699930756384669,0.0,0.0009322397846421351,0.0007166505167958656,1.072961373390558e-05,0.002497029742846211,0.043397284415428374,0.0001917487485871145,0.0,0.0,0.0,0.0,0.0,0.0002708070048745261,0.0,0.0002699757021868032,9.490624618680261e-05,0.0002708070048745261,0.010486049532922277,0.004755230753829213,0.0,0.029586278123164778,7.65018961541404e-05,0.6959494830519566,0.0018478595626732369,0.007233796296296296,0.0003008423586040914,0.0006941506957776115,0.0013184910825717623,0.45541148598789377,0.4911115915814564,0.43374293296411676,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4974688785227305,0.49034160780942226,0.49034160780942226,0.3339160839160839,0.3339160839160839,0.0,0.00014632005072428425,0.4780629764810056,0.526196633067708,0.5233740596489356,0.5159774573666105,0.1728473804100228,0.3812379385822896,1.0
0.5384615384615384,0.0749063670411985,1.0,0.007442672965259325,0.5048657225430548,0.5170996382768827,0.0201332823290181,0.0018758091975818372,5.311464264468429e-05,0.0019259077526987242,0.02333643020549245,0.008172377772771031,0.057857480893739995,0.00988977651936495,0.0019511466985105183,0.07767646406164895,0.12973124524372173,0.038109570098019276,0.0014223041326949658,0.02352050070760828,0.040723431433176874,0.0,0.0,0.00646872437565168,2.4575458946695827e-05,0.04760298821677857,0.0,0.029092501323775,0.04211437079962976,0.002849092375535514,0.010719476744186045,0.0,0.0835498097021688,0.12973124524372173,0.016682141127078963,3.1764519032240984e-05,0.0041901561693470845,0.0,0.0,0.0014948764315852923,0.17399851557641774,0.009333765952844474,0.16483516483516486,0.003579321284759412,0.1679103729112756,0.0061142845359124,0.1678446290920012,0.10549547788329955,0.0384257102934327,0.0,0.694452624002094,0.029755277060481866,0.010027154558404559,0.005197311091746545,0.03314569572338095,0.17249084101614398,0.4514389387306713,0.4911115915814564,0.42961232260297677,0.15547370612030662,0.48437913688112255,0.31462745037555717,0.32132889803512527,0.2915694709299747,0.4935162438930139,0.48644560284691307,0.48644560284691307,0.31993006993006995,0.31993006993006995,0.0,0.00014632005072428425,0.48501716951385443,0.5229088606258905,0.5210211812409966,0.5176169216131157,0.17231724994822945,0.3822740872178114,1.0
